name,street,city,state,zipcode
Bread of Life Soup Kitchen,62 Collins Street,Caribou,ME,04736
Area Interfaith Outreach,1 Gordon Drive,Rockland,ME,04841
Camden Area Christian Food Pantry,128 Mount Battie Street,Camden,ME,04843
Apostolic Church of Rumford Food Pantry,135 South Rumford Road,Rumford,ME,04276
Andover Food Pantry,39 Elm Street,Andover,ME,04216
Bethel Church of the Nazarene,16 Church St.,Bethel,ME,04217
Buckfield Food Pantry,56 Turner St,Buckfield,ME,04220
First Congregational Church,301 Cottage Road South,Portland,ME,04106
Preble Street Teen Center Soup Kitchen,343 Cumberland Avenue,Portland,ME,04101
Preble Street Resource Center Soup Kitchen and Food Pantry,252 Oxford Street,Portland,ME,04141
Project FEED,202 Woodford Street,Portland,ME,04103
Buxton Community Cupboard,938 Long Plains Road,Buxton,ME,04093
Buxton Food Co-op,262 Haines Meadow Road,Buxton,ME,04093
Good Shepherd Food Bank,3121 Hotel,Road,PO,x 180
